p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	regulation
0.000818851819919783	-0.260257166948553	0.426	0.364	1	Nr3c1	NotSig
0.000821761232103187	-0.390393695201061	0.184	0.148	1	Mkks	NotSig
0.000822568379922439	-0.237613422990191	0.486	0.404	1	Trmt112	NotSig
0.000824420041939259	1.05270987965484	0.015	0.006	1	AABR07068341.1	NotSig
0.000825061943433005	1.35153784946045	0.02	0.009	1	Slc41a2	NotSig
0.000826060095193797	-1.51489149108961	0.011	0.021	1	Jaml	NotSig
0.000829906087226983	1.02265594944436	0.033	0.019	1	Gch1	NotSig
0.000832548837052465	0.752461239794896	0.028	0.015	1	Znf768	NotSig
0.000833240177952502	-0.146653038754116	0.202	0.165	1	RGD1308430	NotSig
0.000833670014465189	0.940586018103128	0.018	0.008	1	Tulp4	NotSig
0.000833731555943353	-0.230096532667311	0.235	0.192	1	Hdac2	NotSig
0.000834782241594892	0.290192414831808	0.037	0.022	1	Slc35f1	NotSig
0.000835087598178137	0.448874198984414	0.028	0.015	1	AABR07053472.1	NotSig
0.000836077553925459	-0.371096634580304	0.114	0.085	1	Cers4	NotSig
0.000837519163638711	0.669113367989104	0.034	0.019	1	Klf12	NotSig
0.000842803186145266	0.895423281981933	0.015	0.006	1	Morn2	NotSig
0.0008471506771113	1.30088834274532	0.015	0.006	1	Egln1	NotSig
0.000847910087185696	0.306624193374002	0.04	0.024	1	Fmod	NotSig
0.00085076958519604	0.548878835404127	0.025	0.013	1	Ackr4	NotSig
0.000851080951735171	-0.954754937727525	0.188	0.212	1	Cmtm8	NotSig
0.000860043657732815	-0.405299067379123	0.816	0.747	1	Ifitm2	NotSig
0.000860381294414395	-0.348852217558015	0.151	0.119	1	Polr3gl	NotSig
0.000862446368703384	-1.6148193412683	0.005	0.012	1	Il27ra	NotSig
0.000863063674899515	0.363492866526798	0.036	0.021	1	Msl2	NotSig
0.000867028187085123	1.04465128907638	0.013	0.004	1	LOC500007	NotSig
0.000868196521948347	-0.216980965532525	0.042	0.026	1	Ngf	NotSig
0.000869325595640598	-0.157714525101435	0.08	0.057	1	Lyz2	NotSig
0.000874462512698476	-1.01393806326473	0.09	0.114	1	Cyp51	NotSig
0.000874985643842212	0.515900552230861	0.055	0.036	1	Sap130	NotSig
0.000877776839939311	-0.225182458187029	0.098	0.072	1	Rpp25l	NotSig
0.000877996843405527	-0.124881232405112	0.036	0.021	1	Homer3	NotSig
0.000878092302142264	-0.158959804144435	0.619	0.507	1	Slc25a3	NotSig
0.00087862054320911	0.24946829803811	0.032	0.018	1	RGD1560010	NotSig
0.000880104051365789	0.103929731704123	0.078	0.056	1	Tnpo2	NotSig
0.000881890846483175	-0.523712326436566	0.022	0.011	1	Fjx1	NotSig
0.000883938189356135	-0.255626582326171	0.383	0.328	1	Wbp4	NotSig
0.00088497986590879	-0.226497052842872	0.672	0.571	1	Tmem59	NotSig
0.000892217546544136	1.00668888684611	0.016	0.007	1	Tfe3	NotSig
0.000894011525154966	-0.168909669398072	0.05	0.032	1	Nagpa	NotSig
0.000895226338962001	-0.160527644107529	0.235	0.194	1	AABR07072236.1	NotSig
0.000895572790752266	0.145524665327509	0.063	0.044	1	Dhx16	NotSig
0.00089945446961634	0.358145409095127	0.078	0.056	1	Nagk	NotSig
0.000902534396890441	-0.105257699955489	0.139	0.109	1	Znhit1	NotSig
0.000904324242536298	-0.171145559525453	0.089	0.065	1	Btd	NotSig
0.000904466175785389	-0.146224915408839	0.061	0.041	1	RGD1309534	NotSig
0.000908070796720419	0.35727331926347	0.012	0.004	1	Tmem170b	NotSig
0.000909854417763952	1.12236029081226	0.015	0.005	1	Atp13a3	NotSig
0.000913837903128409	-0.161642213659838	0.11	0.084	1	Limd1	NotSig
0.000915266915994174	-1.08030399296769	0.012	0.023	1	Stxbp2	NotSig
0.000916949082694017	0.42302503064044	0.033	0.019	1	Usb1	NotSig
0.000918582695970479	0.328327690344689	0.1	0.075	1	Ddx10	NotSig
0.000920616276015503	-0.334565917681806	0.431	0.365	1	Psmb2	NotSig
0.000921158387165961	-0.406137982701574	0.01	0.019	1	Plxnc1	NotSig
0.000922164384816523	-0.12662336234501	0.161	0.129	1	Zpr1	NotSig
0.000922540318926425	-0.288105346928956	0.168	0.134	1	Uxs1	NotSig
0.00092311036755011	0.326438716260427	0.079	0.058	1	LOC100294508	NotSig
0.000925981739472861	-0.565994991317595	0.041	0.059	1	St3gal6	NotSig
0.000926738722544864	0.601849312419615	0.022	0.011	1	Tmem167a	NotSig
0.000930257440591653	-0.879385342356195	0.007	0.015	1	Parvg	NotSig
0.000931747506872044	1.11883238332655	0.018	0.008	1	Pygo1	NotSig
0.000936785288284978	0.408363760737868	0.035	0.021	1	Abcd4	NotSig
0.000939704868024186	-1.35482198944282	0.004	0.011	1	AABR07014996.1	NotSig
0.000940325416737922	1.12784331603754	0.018	0.008	1	Alg6	NotSig
0.00094063048021774	0.476697802834808	0.052	0.034	1	Zmym6	NotSig
0.000941743767605914	0.413150468943746	0.03	0.016	1	Sox5	NotSig
0.000941826189403641	-0.246732563719066	0.12	0.093	1	Arhgap1	NotSig
0.000945763218196069	0.107915238673954	0.045	0.028	1	Acbd5	NotSig
0.000947598625894304	1.00561766334977	0.026	0.014	1	Pf4	NotSig
0.000951318624931605	2.1279783575985	0.01	0.003	1	Praf2	NotSig
0.000951602998400218	-0.222302693754036	0.17	0.132	1	Sdc4	NotSig
0.000953029686550132	-0.133197700883026	0.06	0.041	1	Tyw3	NotSig
0.000953965774388795	0.101705388235605	0.132	0.102	1	Bmp1	NotSig
0.000956051307199381	-0.230849965839248	0.251	0.208	1	Trappc3	NotSig
0.000957783522727578	0.19918919163484	0.046	0.029	1	Tmem69	NotSig
0.000963150103990481	0.697291471444876	0.02	0.009	1	Art1	NotSig
0.000963412726152912	-0.78579677031705	0.004	0.011	1	AABR07018533.1	NotSig
0.000965420533452806	0.459032288750807	0.028	0.015	1	Cplane1	NotSig
0.000967204316654062	-0.646757080484348	0.031	0.047	1	AABR07072272.1	NotSig
0.000967543133147089	0.264267151581716	0.043	0.027	1	Ficd	NotSig
0.000969877291428405	0.128937736794268	0.061	0.042	1	Cenpj	NotSig
0.000970789847423069	-0.346407383554661	0.303	0.252	1	Fam89b	NotSig
0.000974321556541574	-0.373421870925167	0.556	0.471	1	Ppa1	NotSig
0.000975691656769085	1.08980388961489	0.01	0.003	1	Alox12	NotSig
0.000976371680056662	1.07773087967065	0.01	0.003	1	Slc45a4	NotSig
0.000979954174971425	0.162559071774769	0.183	0.152	1	Spty2d1	NotSig
0.000981054307190009	-0.145318937352712	0.078	0.055	1	Hmbs	NotSig
0.000982547560752102	1.37104616547573	0.017	0.007	1	Trem2	NotSig
0.000984458897634927	-0.323704396096581	0.487	0.405	1	Prdx2	NotSig
0.000985062337400041	1.04435702035556	0.016	0.006	1	Pianp	NotSig
0.000987276460898253	0.398760711512387	0.063	0.043	1	Mus81	NotSig
0.000989114755574375	-0.285419228329914	0.062	0.042	1	LOC689959	NotSig
0.000995308812869383	-0.294450242883104	0.091	0.067	1	Tmem126b	NotSig
0.000995720941300766	-0.102346941622167	0.21	0.172	1	Vamp5	NotSig
0.000995950735089264	0.621467254979962	0.039	0.024	1	AABR07062583.1	NotSig
0.000996641393140467	1.57521900898147	0.017	0.007	1	Ntn4	NotSig
0.000997025060866428	0.435739513780768	0.022	0.011	1	Ube2o	NotSig
0.000998569826265322	-0.163798334984692	0.039	0.024	1	Plekhb1	NotSig
0.000998713647755205	-0.540719305422548	0.29	0.31	1	Tecr	NotSig
0.00100115405572013	0.128466802306789	0.064	0.044	1	Tmem50b	NotSig
0.00100170935873313	-0.340954166766625	0.213	0.173	1	Coro1c	NotSig
0.00100438761486108	-0.635861825160878	0.032	0.049	1	Nedd4l	NotSig
0.00100536236223006	-0.202046196507234	0.038	0.023	1	Metrn	NotSig
0.00100552682959062	0.102394277091755	0.061	0.042	1	Fbxo34	NotSig
0.00101311176963985	0.79239910581212	0.014	0.005	1	Adat1	NotSig
0.00101543989492544	-0.182417582253862	0.286	0.242	1	Bcap31	NotSig
0.00102356563560227	-1.37631740131242	0.015	0.026	1	Osgin1	NotSig
0.00102561675458362	0.845423511004812	0.025	0.013	1	Cd55	NotSig
0.00102770992341279	0.137163424505265	0.133	0.105	1	AABR07018038.1	NotSig
0.00103009216131235	0.694677362547085	0.047	0.03	1	Otud4	NotSig
0.00103657186925843	0.891744132595774	0.029	0.016	1	Pcgf2	NotSig
0.00103941014451181	0.249916319304545	0.06	0.041	1	Nup43	NotSig
0.00104007992069245	1.31610085755839	0.025	0.013	1	Mrc1	NotSig
0.0010415601430035	-0.2158996184676	0.142	0.112	1	Pde6d	NotSig
0.00104414443310404	1.83709474103091	0.015	0.006	1	Azin2	NotSig
0.00104538295711738	-0.252483409241446	0.516	0.441	1	Ywhab	NotSig
0.0010471206320467	0.698296906691366	0.022	0.011	1	Bst1	NotSig
0.00104777880045816	-0.766190909929698	0.127	0.153	1	Tp53i11	NotSig
0.00104851980519266	0.291748820602062	0.051	0.033	1	Hdac7	NotSig
0.0010549262669711	1.2628735062948	0.013	0.005	1	Tmem150c	NotSig
0.001056870638405	-0.343802504716748	0.308	0.26	1	Nap1l4	NotSig
0.00105821771166103	-0.204925720204639	0.138	0.108	1	Ric8a	NotSig
0.00105849492200076	0.339185052023744	0.112	0.086	1	Flt3lg	NotSig
0.00105930335949088	0.376984098157254	0.04	0.025	1	Thop1	NotSig
0.00106209500764948	0.537144663847606	0.013	0.005	1	Rab11fip5	NotSig
0.00106376796862598	0.212596242153543	0.034	0.019	1	Stox2	NotSig
0.00106631649767738	0.116819679719486	0.12	0.094	1	Tet2	NotSig
0.00106817163461905	0.548000663071223	0.019	0.009	1	Gla	NotSig
0.00106918676312517	-0.230659479910741	0.282	0.236	1	Cd320	NotSig
0.0010693264572365	-0.220552424777714	0.13	0.101	1	Tmem222	NotSig
0.00106982089962422	1.14447716394013	0.015	0.006	1	Fbxl19	NotSig
0.00107343276356297	0.115888118613917	0.189	0.156	1	Coq10b	NotSig
0.00107822742685951	0.927391910148681	0.015	0.006	1	Eda2r	NotSig
0.00107955840454055	-0.458724280157193	0.118	0.089	1	Zadh2	NotSig
0.00107955861634792	-0.216875978760676	0.148	0.117	1	Glrx2	NotSig
0.00107981285158582	-0.469748379880654	0.093	0.068	1	Ctla2a	NotSig
0.00108171543067148	-0.551259502873585	0.329	0.351	1	Ptp4a3	NotSig
0.00108246440128338	0.176307787765827	0.065	0.045	1	Rnf123	NotSig
0.00108290569602666	0.573645344351015	0.025	0.013	1	Zfp17	NotSig
0.00108572876015977	-0.347403734435274	0.214	0.173	1	Hscb	NotSig
0.00109060869673628	0.338912520320582	0.013	0.005	1	Avil	NotSig
0.00109578857085711	0.6370325425971	0.053	0.035	1	Gnpat	NotSig
0.00109800987795433	-0.878152153293607	0.157	0.181	1	Spry4	NotSig
0.00109918536987132	-0.255699725825264	0.188	0.151	1	Ing5	NotSig
0.00109971962712936	-0.4257793241152	0.114	0.087	1	H1f4	NotSig
0.0011010807686524	0.208461621461967	0.031	0.017	1	LOC100910854	NotSig
0.00110516678094029	-0.141332231059075	0.031	0.017	1	Tnni1	NotSig
0.00110798650542733	-0.325139425698695	0.166	0.133	1	Mrps35	NotSig
0.00111359540143919	-0.159858757652646	0.169	0.136	1	Gtf3c2	NotSig
0.00111533828379715	-0.618018478293132	0.015	0.026	1	Fgf16	NotSig
0.00111793740612861	-0.146478565271027	0.095	0.07	1	Atrn	NotSig
0.00111934706879102	-0.144177560440214	0.069	0.049	1	Wdsub1	NotSig
0.00112083834136043	-0.1610845586934	0.112	0.085	1	Gskip	NotSig
0.00113229860192047	-0.990262160727201	0.195	0.216	1	Dgke	NotSig
0.00113405032327272	0.550117228672603	0.021	0.01	1	Tsen2	NotSig
0.00113902715115168	0.255163020504386	0.076	0.055	1	Pias3	NotSig
0.00114908910168141	0.667194781897248	0.017	0.008	1	AABR07061378.1	NotSig
0.00114949315046194	1.16582507650645	0.022	0.011	1	Drg2	NotSig
0.00115018427915672	0.374252656840821	0.045	0.029	1	Msrb2	NotSig
0.00115137222335209	-0.259118864759402	0.169	0.134	1	RGD1309362	NotSig
0.00115731889731233	0.48710219760287	0.055	0.037	1	Larp6	NotSig
0.00116109704183331	1.39059316838606	0.024	0.013	1	Rint1	NotSig
0.00116196266591909	-0.54592801979594	0.037	0.022	1	Kit	NotSig
0.00117098004554079	0.186422874010807	0.099	0.075	1	Sec24b	NotSig
0.00117300605466861	0.762061936166909	0.012	0.004	1	Mfsd12	NotSig
0.00117326452667164	-0.259614302281974	0.243	0.196	1	Fhl1	NotSig
0.0011783873564301	-0.166445070446538	0.098	0.073	1	Atg12	NotSig
0.0011787032005879	0.173361376560466	0.097	0.073	1	Dhx8	NotSig
0.00118035726882638	-0.57665029110081	0.03	0.045	1	LOC691716	NotSig
0.00118144674639502	0.440308195850284	0.012	0.004	1	Pwwp3b	NotSig
0.00119663653892952	0.8139026334363	0.038	0.024	1	Fastkd1	NotSig
0.00120042360526429	-0.205479180902384	0.232	0.193	1	Emc4	NotSig
0.00120428968080793	-0.306036197232206	0.288	0.234	1	Tcim	NotSig
0.00120689561064566	-0.324742064283384	0.056	0.038	1	Cep68	NotSig
0.00120712540151729	-0.444989271068457	0.164	0.13	1	RGD1559909	NotSig
0.00120719252236863	-0.268295264927576	0.244	0.204	1	Ctdnep1	NotSig
0.00120882020675922	0.310366014858544	0.037	0.022	1	L3hypdh	NotSig
0.00121465977120683	-0.491912416961745	0.201	0.229	1	LOC100361025	NotSig
0.00121501126334914	-0.134097637191364	0.089	0.066	1	Dnmt1	NotSig
0.00122084113324175	0.32659506347924	0.011	0.003	1	Fam229b	NotSig
0.00122146563890965	-0.96134566047829	0.167	0.19	1	RGD1306556	NotSig
0.00122478751469102	0.552563785903799	0.023	0.011	1	Cntln	NotSig
0.00122485476719534	0.199914081667982	0.127	0.1	1	Srp54a	NotSig
0.00122605538038296	0.205678248557104	0.05	0.033	1	Ttll7	NotSig
0.00122735665800391	-0.130832482031668	0.08	0.058	1	Lzic	NotSig
0.0012283089361229	-0.197463146014318	0.201	0.164	1	Ssbp3	NotSig
0.00122971988367853	-0.178464537034446	0.199	0.162	1	Glyr1	NotSig
0.00123614275566796	0.408333563003012	0.037	0.022	1	Mtrf1	NotSig
0.00123753701744749	0.443263688009076	0.011	0.003	1	Atp6v0a4	NotSig
0.00123860039918633	1.0567904375868	0.023	0.012	1	AABR07009931.1	NotSig
0.00124210518465435	2.05809008070941	0.01	0.003	1	Hist1h2bo	NotSig
0.00124263444252429	0.797464595371961	0.03	0.017	1	Rundc1	NotSig
0.00124587562847182	-0.820770903778326	0.043	0.06	1	LOC100361934	NotSig
0.00124637183459365	1.03666513395657	0.019	0.009	1	Nav2	NotSig
0.00124769581648173	-0.511488523793127	0.331	0.343	1	C1qtnf9	NotSig
0.00124779445983775	0.890674923642168	0.02	0.01	1	Lpin1	NotSig
0.00126874477267513	-0.16422993013113	0.304	0.258	1	Prpf8	NotSig
0.00127166890679996	-0.930707868553965	0.062	0.082	1	Nxpe1	NotSig
0.00127638755684704	0.528753462232977	0.037	0.022	1	AABR07068214.1	NotSig
0.00128045160403358	-0.651420505067482	0.013	0.024	1	AABR07018244.1	NotSig
0.00128212473330408	1.12853645080486	0.01	0.003	1	Gpr37	NotSig
0.00128449143659081	-0.922675163297888	0.087	0.109	1	Dgka	NotSig
0.00129098327635051	0.302647927483517	0.028	0.016	1	Gabpb2	NotSig
0.00129954513181207	0.111801108580033	0.121	0.095	1	Cnot6l	NotSig
0.00130181987462826	0.627716380099159	0.037	0.022	1	Sgsm2	NotSig
0.0013153792554849	0.278286460367639	0.06	0.041	1	Gosr2	NotSig
0.00131582611509562	0.120596534015471	0.076	0.055	1	Pitrm1	NotSig
0.00131633966369242	-0.285253826818878	0.065	0.045	1	Nt5c3b	NotSig
0.00132187288712371	0.863526704043689	0.018	0.008	1	Extl2	NotSig
0.0013288943824737	-0.173090970017577	0.073	0.052	1	Efcab2	NotSig
0.00133875018305173	-0.166960314382004	0.267	0.225	1	Psmg4	NotSig
0.00133995138109999	-0.208661005636461	0.186	0.15	1	Leprotl1	NotSig
0.00134102186372072	-0.176523544553231	0.352	0.296	1	Macroh2a1	NotSig
0.00134167712166893	-1.63105831486765	0.005	0.013	1	AC229945.1	NotSig
0.00134515371682343	0.148083710978437	0.117	0.091	1	Mtrex	NotSig
0.00134696704343499	-0.11051541590908	0.157	0.126	1	Arl6ip4	NotSig
0.00135559034639937	-0.150388132859581	0.057	0.038	1	Sco1	NotSig
0.00135806105184854	0.73151955471867	0.049	0.032	1	Leng9	NotSig
0.00135923041058698	-0.281306875822254	0.306	0.259	1	Ube2l3	NotSig
0.00136463976629131	-0.236685189296798	0.013	0.005	1	Pld5	NotSig
0.00137201320810381	-0.300695396474684	0.06	0.041	1	Mpg	NotSig
0.00137528431386016	0.102442848331644	0.074	0.053	1	Prpf4	NotSig
0.00137634790424968	0.289929336850453	0.063	0.044	1	Strip1	NotSig
0.00139486209527104	-0.272989368983268	0.574	0.482	1	Sod1	NotSig
0.0014001936412044	1.01916046519025	0.02	0.009	1	Nanp	NotSig
0.00141107789256715	-0.186578340787681	0.114	0.087	1	Dctn5	NotSig
0.00141696438471089	-0.352154876516425	0.073	0.051	1	Acsf2	NotSig
0.00142088531932345	0.312758271910365	0.067	0.047	1	Orai3	NotSig
0.00142305116897286	-0.327196036852143	0.234	0.194	1	Eif2s3y	NotSig
0.00142521409142739	-1.38960460922885	0.008	0.017	1	Kcna3	NotSig
0.0014332323480207	-0.102367580333752	0.052	0.035	1	Wdr7	NotSig
0.00143800777505791	0.46187198617082	0.021	0.01	1	Fscn3	NotSig
0.00144249220623086	-0.211013996025566	0.479	0.397	1	Zbtb20	NotSig
0.00144727048948388	0.319024247869129	0.039	0.025	1	Tbc1d31	NotSig
0.00144732562779813	0.184136678162517	0.06	0.041	1	Armt1	NotSig
0.00145188902512606	-0.125303159335785	0.118	0.093	1	Nup50	NotSig
0.00145349801410609	0.439032793906183	0.034	0.02	1	AABR07044049.1	NotSig
0.00145730269857025	-0.813519147270244	0.172	0.195	1	Igfbp3	NotSig
0.0014650407872017	-0.351901925584457	0.729	0.666	1	Cox6a1	NotSig
0.00146737098663266	0.421828414882404	0.079	0.058	1	Xab2	NotSig
0.00146947566744408	-0.245446437563217	0.378	0.323	1	Emc7	NotSig
0.00146966553191891	0.297487093810796	0.03	0.017	1	Cdyl	NotSig
0.00147548922682653	0.615345568134763	0.028	0.016	1	Enox1	NotSig
0.00147614462297298	0.119745116288606	0.06	0.041	1	Zc3h3	NotSig
0.00147689882941818	0.611762599448128	0.034	0.02	1	Plekho2	NotSig
0.00147692969502749	0.245014045852888	0.103	0.079	1	Pex16	NotSig
0.00147703177189235	0.233151711738757	0.09	0.068	1	Smurf1	NotSig
0.0014808403533938	1.58040621685708	0.015	0.006	1	Kcnmb4	NotSig
0.00148532423022497	-0.121806878423239	0.174	0.141	1	Ist1	NotSig
0.00148540528552994	0.292322363134623	0.033	0.019	1	Poglut2	NotSig
0.0014894496833436	0.432870798609941	0.029	0.016	1	Abcc1	NotSig
0.00149692667150584	-0.337550140701838	0.045	0.028	1	Ldb3	NotSig
0.00150513813049639	-0.110692991992329	0.197	0.162	1	Mia2	NotSig
0.00150630448181347	-0.123285984659749	0.052	0.034	1	Tstd3	NotSig
0.00151574279390952	0.428875444110651	0.036	0.022	1	Aplf	NotSig
0.00152092325452866	0.190577242540976	0.067	0.047	1	Insig2	NotSig
0.00152104968375841	1.42632697975607	0.027	0.015	1	Faap100	NotSig
0.00152846515240436	0.283833494456802	0.034	0.02	1	Faap24	NotSig
0.00152896941893614	0.148867634426803	0.073	0.052	1	Thumpd2	NotSig
0.00153528764113375	-0.189240289611763	0.2	0.161	1	Fam241a	NotSig
0.00154621446538668	-0.218997806345969	0.26	0.216	1	Trim25	NotSig
0.00155050436495765	-0.119706926485033	0.109	0.084	1	Snx15	NotSig
0.00155461641140978	-0.614542109687414	0.053	0.035	1	Ggnbp1	NotSig
0.00155784811788779	-0.209677260143955	0.046	0.065	1	AABR07030861.1	NotSig
0.00155991257115411	0.2624889794311	0.067	0.048	1	Fam214a	NotSig
0.00156241362294532	-0.170546494372003	0.139	0.11	1	Cryzl1	NotSig
0.00156336437708288	0.699188677113551	0.03	0.017	1	Fat4	NotSig
0.00156479272519398	-0.470068988839918	0.031	0.046	1	Ttpal	NotSig
0.00156757298132395	0.193892593122241	0.015	0.006	1	Serp2	NotSig
0.00157043915380748	-0.669073254513222	0.007	0.015	1	Ikzf1	NotSig
0.00157172535506298	-1.05009796803279	0.032	0.048	1	Ubash3b	NotSig
0.0015719731489963	-0.114076478349039	0.176	0.143	1	Tspyl1	NotSig
0.00157971159520376	1.61309633651949	0.011	0.003	1	Sdk2	NotSig
0.00157973409810983	-0.191906774767845	0.124	0.096	1	Aggf1	NotSig
0.00159106684259792	0.123672358055118	0.067	0.047	1	Usp28	NotSig
0.00159522996463167	1.29640472402575	0.011	0.003	1	Iqub	NotSig
0.00159777109091557	-0.18190376558637	0.206	0.171	1	Ing2	NotSig
0.00159783762075519	-0.232427281908061	0.143	0.113	1	Ublcp1	NotSig
0.00159998861740602	-0.82302453507709	0.016	0.027	1	Pde3b	NotSig
0.00160105904255631	-1.13281819237634	0.018	0.03	1	Ppcdc	NotSig
0.00160191295446224	0.149827968853305	0.07	0.05	1	Ddx20	NotSig
0.00160484707192423	0.12323036931418	0.109	0.085	1	Mycbp	NotSig
0.00160926065925291	-0.394229967917548	0.285	0.239	1	Pin1	NotSig
0.0016127697393471	-0.234525145207306	0.379	0.316	1	Saraf	NotSig
0.00161990002181146	0.374750354377075	0.141	0.113	1	Klhdc10	NotSig
0.00162320227078007	0.113715280291192	0.028	0.016	1	Rbpms2	NotSig
0.00162480331034439	0.440954799272764	0.037	0.022	1	Ankrd49	NotSig
0.00162792060740176	-0.536296789819771	0.02	0.032	1	Pik3cg	NotSig
0.00163199003445736	0.590131059991059	0.021	0.01	1	Habp4	NotSig
0.0016370326164577	0.185852428041648	0.067	0.047	1	Farsb	NotSig
0.0016373936651866	-1.14472571181175	0.008	0.016	1	AABR07016623.1	NotSig
0.00163888763060915	-0.149672621814312	0.09	0.067	1	Ubap1	NotSig
0.00164602082213656	-0.176401208491764	0.124	0.097	1	Sec13	NotSig
0.00164658435975088	-0.121503941815847	0.241	0.203	1	Riok3	NotSig
0.00165601430962261	-0.851298044320458	0.056	0.075	1	Mfsd6	NotSig
0.00165945094087428	1.16720984414628	0.028	0.016	1	Mettl1	NotSig
0.00166008653990522	-0.214802578590091	0.018	0.008	1	Zfp128	NotSig
0.00166066027526777	0.504247657809418	0.056	0.038	1	Itch	NotSig
0.00166660785411427	-0.256826436069195	0.197	0.159	1	Epn2	NotSig
0.0016666838463092	0.338566650293432	0.083	0.062	1	Prkdc	NotSig
0.00166725547955761	0.431145136659017	0.039	0.025	1	Zfp653	NotSig
0.00167048253116225	0.131016444094656	0.098	0.074	1	Kdm4c	NotSig
0.00167061313354155	0.774363236075402	0.025	0.014	1	AABR07028488.1	NotSig
0.00168042547049661	-0.26649297382169	0.111	0.085	1	Ppp1r3d	NotSig
0.00168180706649104	-0.12050046663583	0.17	0.139	1	Usf1	NotSig
0.00168402384513033	0.36922228186638	0.031	0.018	1	LOC103692719	NotSig
0.00168913453318708	0.20298979192166	0.055	0.037	1	Fig4	NotSig
0.00169171492169177	0.41192154886282	0.049	0.033	1	Cab39l	NotSig
0.00169810248433257	1.29186800052549	0.013	0.005	1	Msra	NotSig
0.00170550165589061	-1.36032989732271	0.008	0.016	1	Cd24	NotSig
0.00170715559604912	-0.324908956521528	0.048	0.032	1	Mex3b	NotSig
0.00171275742869106	0.848893099814103	0.016	0.007	1	Dscc1	NotSig
0.00172222633994426	-1.11233952316171	0.028	0.042	1	Def6	NotSig
0.0017267834584421	0.20679319397811	0.114	0.088	1	Scap	NotSig
0.00172694423652751	0.894666552586592	0.013	0.005	1	Pdpr	NotSig
0.0017291117052036	0.315235366954676	0.021	0.01	1	Sun2	NotSig
0.00173035860604734	0.389063127266895	0.043	0.027	1	Vezt	NotSig
0.00173641577507189	-0.910771610681875	0.03	0.044	1	Tp53inp2	NotSig
0.00174231961914028	-0.140786259970625	0.222	0.186	1	Atf1	NotSig
0.0017466381189138	-1.06421590377244	0.008	0.016	1	Cd96	NotSig
0.00174772552694193	0.489138384169069	0.043	0.027	1	RGD1310553	NotSig
0.00175093371896944	-0.430645204896015	0.391	0.315	1	Pxdc1	NotSig
0.00175367438214308	0.25304668106094	0.064	0.045	1	Rabgef1	NotSig
0.00175626152341588	-0.262541747649262	0.174	0.142	1	Zcchc17	NotSig
0.001760179694401	-0.129334838735244	0.074	0.054	1	Mtf2	NotSig
0.00176311984036031	0.629315458489212	0.044	0.028	1	Fam160a2	NotSig
0.00176322614460449	0.713412787323873	0.063	0.044	1	Utp20	NotSig
0.0017660524778222	0.587121969667241	0.059	0.041	1	Dcun1d1	NotSig
0.00176711973006275	0.102729473996014	0.157	0.127	1	Tnip1	NotSig
0.00177016780768146	-0.478275381806167	0.029	0.016	1	AABR07067882.1	NotSig
0.00177337129511829	-0.526688906876594	0.392	0.324	1	Sptssa	NotSig
0.00177338444284054	-0.158834825221933	0.004	0.011	1	Hba-a3	NotSig
0.00177571355142936	-0.1367810673904	0.592	0.509	1	Ppp1r15a	NotSig
0.00177607020713335	-0.19607153136074	0.101	0.077	1	Tor2a	NotSig
0.00177614838185591	0.153169501308017	0.039	0.025	1	Nipa1	NotSig
0.00177920996750693	-0.264689565939155	0.165	0.134	1	Mrpl32	NotSig
0.00178292983959579	0.287877909426861	0.073	0.052	1	Mtor	NotSig
0.0017831500178685	0.279705147621857	0.104	0.079	1	Ankib1	NotSig
0.00178839872142158	-0.304241751882054	0.106	0.081	1	Rpf1	NotSig
0.00178992314556985	-0.116794851240953	0.106	0.081	1	Timm22	NotSig
0.00179058276917663	0.736804635325793	0.054	0.037	1	Pdxdc1	NotSig
0.00180102813373454	0.176315942130502	0.184	0.153	1	Vps52	NotSig
0.0018034338509502	0.787184725947658	0.038	0.024	1	Nsun6	NotSig
0.00180422406615431	0.125092478301129	0.097	0.073	1	Necap1	NotSig
0.00181991558275152	1.181233536488	0.012	0.004	1	Ca6	NotSig
0.00182043217961112	1.24590121120768	0.012	0.004	1	RT1-CE3	NotSig
0.00182528275101468	-0.670107560210747	0.128	0.155	1	Rcsd1	NotSig
0.00182709227923542	-0.203028463629925	0.296	0.255	1	Prpf40a	NotSig
0.00183522636136172	-0.835384822268564	0.506	0.468	1	Ccn1	NotSig
0.00184120688800956	1.40329162818993	0.012	0.004	1	AABR07030603.1	NotSig
0.00184397327783583	0.298767768573672	0.037	0.023	1	Rarres1	NotSig
0.00184405141442692	-0.128597602342209	0.046	0.03	1	Sema6a	NotSig
0.00184986141734847	0.378072603315971	0.04	0.025	1	Dgkq	NotSig
0.0018546743246674	-0.153554213864987	0.079	0.058	1	Dnajc24	NotSig
0.00185648822737303	-0.10813992404595	0.116	0.09	1	Pip5k1a	NotSig
0.00185650897543455	-0.286763960809644	0.237	0.198	1	Snf8	NotSig
0.00185740472292794	0.398771459297048	0.026	0.014	1	Zfp157	NotSig
0.00185932015117285	-0.941711510167063	0.146	0.17	1	Arhgap18	NotSig
0.00186071311490519	0.112987620400138	0.088	0.066	1	Smarcad1	NotSig
0.0018638965579549	0.365954660232254	0.016	0.007	1	Sdcbp2	NotSig
0.00186451553111314	0.274449471615429	0.032	0.019	1	Tyms	NotSig
0.00187281533066452	-0.288899235337787	0.125	0.097	1	Ankmy2	NotSig
